,Date.Time,Time.x,timeNum,Lat,Lon,Base,Day,Dayofweek.x,Month.x,Year.x,Time.y,newTemp,Dayofweek.y,Month.y,Year.y
164,5/1/2014 7:21,7:21:00,8,40.788,-73.9759,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
165,5/1/2014 7:22,7:22:00,8,40.7752,-73.9629,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
166,5/1/2014 7:25,7:25:00,8,40.762,-73.9936,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
167,5/1/2014 7:25,7:25:00,8,40.762,-73.9936,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
168,5/1/2014 7:26,7:26:00,8,40.7791,-73.9559,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
169,5/1/2014 7:26,7:26:00,8,40.7344,-74.0062,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
170,5/1/2014 7:26,7:26:00,8,40.7931,-73.9746,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
171,5/1/2014 7:27,7:27:00,8,40.7716,-73.9827,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
172,5/1/2014 7:27,7:27:00,8,40.7327,-73.9578,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
173,5/1/2014 7:30,7:30:00,8,40.7855,-73.9504,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
174,5/1/2014 7:30,7:30:00,8,40.7764,-73.9827,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
175,5/1/2014 7:32,7:32:00,8,40.7512,-73.9852,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
176,5/1/2014 7:32,7:32:00,8,40.787,-73.9692,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
177,5/1/2014 7:35,7:35:00,8,40.6527,-73.9344,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
178,5/1/2014 7:35,7:35:00,8,40.7812,-73.5583,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
179,5/1/2014 7:35,7:35:00,8,40.7367,-73.9887,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
180,5/1/2014 7:35,7:35:00,8,40.7777,-73.9749,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
181,5/1/2014 7:35,7:35:00,8,40.7396,-73.9963,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
182,5/1/2014 7:38,7:38:00,8,40.7369,-74.0032,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
183,5/1/2014 7:38,7:38:00,8,40.749,-73.9399,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
184,5/1/2014 7:38,7:38:00,8,40.7861,-73.9506,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
185,5/1/2014 7:39,7:39:00,8,40.7119,-74.0061,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
186,5/1/2014 7:40,7:40:00,8,40.7648,-73.9684,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
187,5/1/2014 7:41,7:41:00,8,40.7633,-73.9778,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
188,5/1/2014 7:41,7:41:00,8,40.7415,-73.9833,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
189,5/1/2014 7:41,7:41:00,8,40.7639,-73.9789,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
190,5/1/2014 7:44,7:44:00,8,40.726,-73.9918,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
191,5/1/2014 7:44,7:44:00,8,40.7766,-73.9486,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
192,5/1/2014 7:45,7:45:00,8,40.7686,-73.9579,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
193,5/1/2014 7:46,7:46:00,8,40.7581,-73.9933,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
194,5/1/2014 7:46,7:46:00,8,40.7576,-73.975,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
195,5/1/2014 7:46,7:46:00,8,40.7806,-73.9542,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
196,5/1/2014 7:46,7:46:00,8,40.7261,-73.9927,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
197,5/1/2014 7:47,7:47:00,8,40.6444,-73.7834,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
198,5/1/2014 7:48,7:48:00,8,40.7406,-73.9975,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
199,5/1/2014 7:49,7:49:00,8,40.7586,-73.9934,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
200,5/1/2014 7:50,7:50:00,8,40.7518,-73.9758,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
201,5/1/2014 7:50,7:50:00,8,40.7364,-73.9944,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
202,5/1/2014 7:51,7:51:00,8,40.7634,-73.9792,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
203,5/1/2014 7:51,7:51:00,8,40.7735,-73.9791,B02512,1,Thu,May,2014,7:00:00,56.6474,Thu,May,2014
